                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.0513,                 3.3701,                 4.2247,                0.00353,                0.97895,                0.03612,                0.01533,                 2.5936,                 3.4864,                 4.1583,                 0.0001,                 0.0001,                 0.0001
